itemno;title;description;gallay-title;gallay-description
05854;;Collier passend zur aktuellen Herbst- und Wintermode, Kunststoff-Panzerkette in braun, 17mm breit, Verschluss goldfarbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Panzer, braun-glänzend;Collier passend zur aktuellen Herbst- und Wintermode, Kunststoff-Panzerkette in braun, 17mm breit, Verschluss goldfarbig mit Verlängerungskettchen
05855;;Collier passend zur aktuellen Herbst- und Wintermode, Kunststoff-Panzerkette in braun, 17mm breit, Verschluss goldfarbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Panzer, braun-glänzend;Collier passend zur aktuellen Herbst- und Wintermode, Kunststoff-Panzerkette in braun, 17mm breit, Verschluss goldfarbig mit Verlängerungskettchen
05856;;Collier passend zur aktuellen Herbst- und Wintermode, Kunststoff-Panzerkette in dunkelblau, 17mm breit, Verschluss goldfarbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Panzer, blau marine marmoriert;Collier passend zur aktuellen Herbst- und Wintermode, Kunststoff-Panzerkette in dunkelblau, 17mm breit, Verschluss goldfarbig mit Verlängerungskettchen
05857;;Collier passend zur aktuellen Herbst- und Wintermode, Kunststoff-Panzerkette in grün, 17mm breit, Verschluss goldfarbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Panzer, grün glänzend;Collier passend zur aktuellen Herbst- und Wintermode, Kunststoff-Panzerkette in grün, 17mm breit, Verschluss goldfarbig mit Verlängerungskettchen
05858;;Collier passend zur aktuellen Herbst- und Wintermode, Kunststoff-Panzerkette in grün, 17mm breit, Verschluss goldfarbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Panzer grün glänzend;Collier passend zur aktuellen Herbst- und Wintermode, Kunststoff-Panzerkette in grün, 17mm breit, Verschluss goldfarbig mit Verlängerungskettchen
05868;;edles Collier mit Kunststoffperlen 12mm seide-weiß und kleiner goldfarbig überzogener Perle, Verschluss vergoldet, in Deutschland gefertigte Handarbeit;Kette, Perle seide-weiß, Perle gold;Perlen Kunststoff 12mm
05870;;sommerliches Collier aus 12mm Kunststoffperlen weiß seidig-glänzend und 4mm Perle mit goldfarbigem Überzug, Verschluss vergoldet mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Perle seide-weiß, Perle gold;sommerliches Collier aus 12mm Kunststoffperlen weiß seidig-glänzend und 4mm Perle mit goldfarbigem Überzug, Verschluss vergoldet mit Verlängerungskettchen
05872;;zeitloses Collier aus 12mm Kunststoffperlen weiß seidig-glänzend und 4mm Perle goldfarbig überzogen, Verschluss vergoldet mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Perle seide-weiß, Perle gold;zeitloses Collier aus 12mm Kunststoffperlen weiß seidig-glänzend und 4mm Perle goldfarbig überzogen, Verschluss vergoldet mit Verlängerungskettchen
05878;;Collier mit hochwertigen Kunststoffperlen, braun-marmoriert glänzend und mit goldfarbigem Überzug, Verschluss vergoldet, in Deutschland gefertigte Handarbeit;Kette, Perlen nougat-marmor, gold;Collier mit hochwertigen Kunststoffperlen, braun-marmoriert glänzend und mit goldfarbigem Überzug, Verschluss vergoldet
05879;;2-reihiges Collier mit Kunststoffperlen in tollem himbeerrot-marmoriert glänzend kombiniert mit kleinen schwarzen Kunststoff-Röhrchen, auf Stahldraht kunststoffummantelt, Verschluss silberfarbig mit Verlängerungskettchen und Perle als Abschluss, in Deutschland gefertigte Handarbeit;Kette, Draht, Perlen rot-schwarz;Verschluss silberfarbig mit Verlängerung, Draht schwarz
05883;;2-reihiges Collier mit Kunststoffperlen in tollem dunkelgrün-marmoriert seidigglänzend kombiniert mit kleinen schwarzen Kunststoff-Röhrchen, auf Stahldraht kunststoffummantelt, Verschluss silberfarbig mit Verlängerungskettchen und Perle als Abschluss, in Deutschland gefertigte Handarbeit;Kette, Draht, Perlen grün-schwarz;Verschluss silberfarbig mit Verlängerung, Draht silber
05886;;;Kette, Perlen himbeer-schwarz, Kordel;Kordel schwarz-rot, Perlen Kunststoff
05888;;;Clip, Perle 6mm rund Imitat WW;silberfarbig
05891;;zeitloses Collier mit 8mm Kunststoffperlen olivgrün-matt, Verschluss vergoldet, in Deutschland gefertigte Handarbeit;Kette, Rundperle, 8mm, olivmatt;Collier mit 8mm Kunststoffperlen olivgrün-matt, Verschluss vergoldet
05896;;zeitloses Collier mit 10mm Kunststoffperlen olivgrün-matt, Verschluss vergoldet, in Deutschland gefertigte Handarbeit;Kette, 10er Perle, oliv matt;Collier mit 10mm Kunststoffperlen olivgrün-matt, Verschluss vergoldet
05897;;zeitloses Collier in Kombination von 10mm Kunststoffperle olivgrün und 4mm Perle goldfarbig überzogen, Verschluss vergoldet, in Deutschland gefertigte Handarbeit;Kette, Perle oliv-matt gold-glänzend;Collier mit 10mm Kunststoffperle olivgrün und 4mm Perle goldfarbig überzogen, Verschluss vergoldet
05926;;dekoratives Collier mit Anhänger ähnlich großer Olive, lapiz-gold, 42mm, an Viskose-Kordel schwarz, in Deutschland gefertigte Handarbeit;Kette, Olive blau-gold marmoriert;dekoratives Collier mit Anhänger ähnlich großer Olive, lapiz-gold, 42mm, an Kordel schwarz
05945;;Collier mit Kunststoff-Ritterherz, 30mm, Oberfläche galvanisiert in altgold an 3mm Gummi, Verschluss gold-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Ritterherz altgold, Gummi;Collier mit Kunststoff-Ritterherz, 30mm, Oberfläche galvanisiert in altgold an 3mm Gummi, Verschluss gold-farbig mit Verlängerungskettchen
05951;;mit diesem praktischen Tuchring hat FRAU viele Variationsmöglichkeiten, einen dünnen Schal oder Tuch zu tragen, schmückendes Element aus Kunststoff, 28x26mm mit Loch 18mm, steinförmig, altmessing-farbig;Lochperle, Loch 18, altmessing;Loch 18, Tuchperle altmessing
05964;;Total angesagt in diesem Sommer sind Colliers aus Kunststoffperlen in wunderschön leuchtenden Farben. Diese Modeschmuck-Kette aus Kunststoffperlen mit 10mm Durchmesser in einem herrlichen himbeer-rot passt wunderbar zur Damenmode in vielen bunten Tönen, kann aber auch ein Eye-Catcher zu unifarbigen Oberteilen sein. Der Verschluss ist vergoldet und hat ein Verlängerungskettchen, traditionell in Deutschland gefertigte Handarbeit;Kette, Perlen 10mm, himbeer-rot, 45cm;Collier aus 10mm Kunststoffperle rot-marmoriert-glänzend, Verschluss vergoldet mit Verlängerungskettchen
05965;;Collier mit 10mm Kunststoffperlen himbeerrot-marmoriert, Verschluss vergoldet, in Deutschland gefertigte Handarbeit;Kette, Perlen 10mm, himbeer-rot, 55cm;Collier mit 10mm Kunststoffperlen himbeerrot-marmoriert, Verschluss vergoldet
05966;;Dieses Collier aus 6mm Kunststoffperlen in wunderschön seidig glänzendem Rot passt wunderbar zur aktuellen Sommermode! Ein dezentes Schmuckstück für viele Gelegenheiten. Der Verschluss ist silberfarbig mit Verlängerungskettchen das mit einer kleinen Perle seinen Abschluss findet. Traditionell aus eigener Herstellung.;Kette, Perlen 6mm, weinrot-seide, 40cm;Verschluss mit Verlängerungskettchen, Perlen aus Kunststoff
05968;;;Pin, Strass-Libelle, krist-si;-
05969;;zeitloses Collier mit 6mm Kunststoffperle rot seidig-glänzend, Verschluss vergoldet mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Perlen 6mm, weinrot-seide, 45cm;Collier mit 6mm Kunststoffperle rot seidig-glänzend, Verschluss mit Verlängerungskettchen
05970;;kleines Kunstoff-Herz, 20x18mm, Oberfläche galvanisiert in altkupfer, an Kordel, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Ritterherz altkupfer;kleines Kunstoff-Herz, 20x18mm, Oberfläche galvanisiert in altkupfer, an Kordel, Verschluss silber-farbig mit Verlängerungskettchen
05971;;Wunderschönes Muschelherz in Herzform 28x28mm, Kunststoff mit galvanischer Oberfläche kupfer-farbig, an 2mm Silikonschnur weiß-matt, sehr weich und dadurch angenehm zu tragen, Verschluss silber-farbig mit Verlängerungskettchen;Kette, Muschelherz kupfer-farbig;Kupfer bedampft
05996;;zeitloses Collier aus 10mm Kunststoffperlen schwarz und rot glänzend, Verschluss vergoldet mit Verlängerungskettchen und Perle als Abschluss, in Deutschland gefertigte Handarbeit;Kette, 10mm Perlen, schwarz-rot;Collier aus 10mm Kunststoffperlen schwarz und rot glänzend, Verschluss vergoldet mit Verlängerungskettchen und Perle als Abschluss
06000;;Collier mit Kunststoff-Creole, 40mm, türkis-gold, an Viskose-Kordel hellblau, in Deutschland gefertigte Handarbeit;Kette, Krokoplatte, Kordel blau;Collier mit Kunststoff-Creole, 40mm, türkis-gold, an Viskose-Kordel hellblau
06003;;Collier mit detaillgetreuer Nachbildung eines Elefant, aus Kunststoff 35x32mm oliv-marmoriert, durchgängig gefärbt und nicht aufgespritzt, mit Holzperle finnische Tanne, an 1mm Kordel oliv, in Deutschland gefertigte Handarbeit;Kette, Elefant oliv-marmoriert, Holz;Elefant aus Kunststoff, 35x32mm, oliv-marmoriert komplettiert mit Holzperle aus Finnischer Tanne an Kordel oilv
06008;;Collier mit facettierten Glasperlen in sattgelb und gelb-transparent, 2-fach Draht silber kunststoffummantelt, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Glasperlen facettiert gelb;Collier mit facettierten Glasperlen in sattgelb und gelb-transparent, 2-fach Draht silber kunststoffummantelt, Verschluss silber-farbig mit Verlängerungskettchen
06019;;Collier mit großer Kunstoff-Rillenolive, 32x26mm, auf 6mm Gummi, Verschluss gold-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Rillenolive kristal-matt-gold;Collier mit großer Kunstoff-Rillenolive, 32x26mm, auf 6mm Gummi, Verschluss gold-farbig mit Verlängerungskettchen
06020;;große Kunststoff-Kugel, 37mm, türkis-blau-marmoriert auf 6-fach Kordel dunkelblau, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, türkis-blau-marmoriert;große Kunststoff-Perle, 37mm, türkis-blau-marmoriert auf 6-fach Kordel dunkelblau, Verschluss silber-farbig mit Verlängerungskettchen
06021;;Collier mit auffällig großer Kunststoff-Olive 32x26mm mit Karo beige und dunkelblau, an 4-fach Kordel dunkelblau, Verschluss gold-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Olive, elfenbein-blau;große Kunststoff-Olive, 32x26mm, mit Karo beige und dunkelblau an 4-fach Kordel dunkelblau, Verschluss gold-farbig mit Verlängerungskettchen
06063;;;Kette, lila-kristall, Kordel und Anker;sehr ausgefallenes Collier in den Farben lila, aubergine und kristall-transparent, kombiniert mit Aluminium-Ankerkette in grau und Kordel in lila
06070;;niedlicher kleiner Modeschmuck mit kleinen Blütenperlen grün-transparent, auf Stahldraht kunststoffummantelt, Verschluss silberfarbig, in Deutschland gefertigte Handarbeit;Kette, Blüten, grün, Draht;-
06076;;;Clip, marine matt, Struktur;-
06078;;;Clip, türkis matt, Struktur;-
06079;;;Clip, gelbton matt, Struktur;-
06080;;;Clip, grünton matt, Struktur;-
06087;;;Clip, Edelweiß, altsilber-farbig;-
06093;;;Clip, Dreieck, hellgelb-gelbmatt;-
06117;;;Kette, kristall-flitter, weiß;frisches Sommercollier mit dekorativer Kunststoff-Scheibe zweiseitig, weiß seidig glänzend und kristall-transparent mit Flitter, kombiniert mit verschiedenen Kunststoffteilen in kristall-flitter und seidig-glänzend, 2-fach Kordel 0,6mm weiß, längenverstellbar mittels Schiebeknoten
06122;;;Kette, Weitpanzer und Perle kristall;sehr dekoratives Collier für die mutige Trägerin, Weitpanzerkette mit 17mm breiten Gliedern kombiniert mit großen Kunststoffperlen in kristall-matt und weiß seidig-glänzend
06124;;;Kette, Viereck kristall-weiß an Kordel;sommerliches Collier mit Viereck  25x25mm zweiseitig, weiß seidig-glänzend und kristall-transparent, kombiniert mit ausgefallenen Kunststoffperlen in kristall-matt und weiß seidig-glänzend, 2-fach Kordel 0,6mm weiß, längenverstellbar mittels Schiebeknoten
06125;;sommerliches Collier mit 5x Kunststoffscheibe 19mm wachsweiß, kombiniert mit Facettenperle und Rillenolive in kristall-glänzend, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Scheiben, wachsweiß;Collier mit 5x Kunststoffscheibe 19mm wachsweiß, kombiniert mit Facettenperle und Rillenolive in kristall-glänzend, Verschluss silber-farbig mit Verlängerungskettchen
06126;;Collier mit Kunststoff-Anhänger in Tropfenform, 36x24mm, grün und gelb, an Moosgummi schwarz, Verschluss gold-farbig, leicht angelaufen;Kette, Tropfen grün-gelb-matt;Collier mit Kunststoff-Anhänger in Tropfenform, 36x24mm, grün und gelb, an Moosgummi schwarz, Verschluss gold-farbig, leicht angelaufen
06141;;;Ohrhaken, Schrägperle türkis-matt;Ohrhaken mit Kunststoff-Schrägperle 20x15mm in türkis-matt, Haken aus Messing weißbronce
06144;;;Kette, Weitpanzer und Perlen lila;sehr dekoratives Collier für die mutige Trägerin, Weitpanzerkette mit 17mm breiten Gliedern kombiniert mit großen Kunststoffperlen in lila-Tönen
06152;;;Kette, Weitpanzer, Perle weiß;sehr dekoratives Collier mit Aluminium-Weitpanzerkette 17mm breit in silber-hell, kombiniert mit Kunststoffperlen in weiß
06154;;Collier mit kleinem Elefant aus Kunststoff, 23x17mm, oliv-marmoriert an 1mm Kordel oliv, Verschluss gold-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit, Der Elefant symbolisiert Weisheit, Klugheit, Geduld, Stärke, Güte und Hingabe. Er gilt außerdem als Glücksbringer für Liebende und verheißt eheliches Glück aufgrund seines sehr treuen Wesens.;Kette, kleiner Elefant, oliv-marmor;kleiner Elefant aus Kunststoff, 23x17mm, oliv-marmoriert an 1mm Kordel oliv, Verschluss gold-farbig mit Verlängerungskettchen
06171;;Kinderkette, Clownsgesicht aus Kunststoff, 29mm, hellgrün-matt an Viscosekordel grün, Verschluss gold-farbig, in Deutschland gefertigte Handarbeit;Kette, Clown, grün-matt, Kordel grün;Collier für Kinder, Clownsgesicht, 29mm, hellgrün-matt an Viscosekordel grün, Verschluss gold-farbig
06183;;Dieser absolut alltagstaugliche Ohrclip darf in keinem Schmuckkästchen fehlen! Er ist weiß-matt und aufgrund seiner beliebten Größe, 27x17mm und seiner schlanken Trapezform liegt er wunderbar am Ohr an. Ein zeitloses Modell für viele Gelegenheiten!;Clip, Trapez, weiß matt;-
06185;;;Clip, rund, weiß-perlmutt, gehämmert;-
06188;;Dieser absolut alltagstaugliche Ohrclip könnte sich schnell zu Ihrem Lieblingsstück entwickeln! Die Oberfläche ist in hellem altmessing galvanisiert. Aufgrund seiner beliebten Größe, 27x17mm und seiner schlanken Trapezform liegt er wunderbar am Ohr an und erscheint besonders edel.;Clip, Trapez, altmessing;-
06212;;Collier mit kleinem Elefant aus Kunststoff, 38x28mm, altsilber an 2-fach Kordel schwarz, Verschluss silber-farbig, Der Elefant symbolisiert Weisheit, Klugheit, Geduld, Stärke, Güte und Hingabe. Er gilt außerdem als Glücksbringer für Liebende und verheißt eheliches Glück aufgrund seines sehr treuen Wesens.;Kette, kleiner Elefant, altsilber;Elefant aus Kunststoff, 38x28mm, altsilber an 2-fach Kordel schwarz, Verschluss silber-farbig
06220;;Vollgummikette aus Naturkautschuk für Schmuckanhänger, Verschluss vergoldet, in Deutschland gefertigte Handarbeit;Band, 4mm Gummi, 45cm, gold-farbig;Vollgummikette aus Naturkautschuk für Schmuckanhänger, Verschluss vergoldet
06221;;Vollgummikette aus Naturkautschuk für Schmuckanhänger, in Deutschland gefertigte Handarbeit;Band, 4mm Gummi, 42cm, silber-farbig;Vollgummikette aus Naturkautschuk für Schmuckanhänger
06254;;Toller Glücksbringer Modeschmuck-Kette mit Kunststoffanhänger springende Delfine, 40x22mm, in leuchtendem hellgrün mattiert, Verschluss gold-farbig mit Verlängerungskettchen. Der Delfin verkörpert Kraft, Sicherheit, Geborgenheit und Lebensfreude und gilt als Freund des Menschen.;Kette, springende Delfine, grün-matt;-
06255;;Toller Glücksbringer Modeschmuck-Kette mit Kunststoffanhänger springende Delfine, 40x22mm, in leuchtendem hellgelb mattiert, Verschluss gold-farbig mit Verlängerungskettchen. Der Delfin verkörpert Kraft, Sicherheit, Geborgenheit und Lebensfreude und gilt als Freund des Menschen.;Kette, springende Delfine, gelb-matt;-
06274;;Collier mit detaillgetreuer Nachbildung eines Elefant, aus Kunststoff 35x32mm weiß-gold-marmoriert, durchgängig gefärbt und nicht aufgespritzt, mit Rillenperle gold-matt galvanisch, an 1mm Kordel weiß, in Deutschland gefertigte Handarbeit;Kette, Elefant weiß-gold-marmoriert;Elefant aus Kunststoff, 35x32mm, weiß-gold-marmoriert komplettiert mit Kunststoffperle an Kordel beige
06280;;Collier mit kleinem Elefant aus Kunststoff, 23x16mm, schwarz-gold an 1mm Kordel schwarz, Verschluss gold-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit. Der Elefant symbolisiert Weisheit, Klugheit, Geduld, Stärke, Güte und Hingabe. Er gilt außerdem als Glücksbringer für Liebende und verheißt eheliches Glück aufgrund seines sehr treuen Wesens.;Kette, kleiner Elefant, schwarz-gold;kleiner Elefant aus Kunststoff, 23x16mm, schwarz-gold an 1mm Kordel schwarz, Verschluss gold-farbig mit Verlängerungskettchen
06281;;;Kette, Weitpanzer, Perle blau;Collier für die mutige Trägerin, Kunststoffteile in blau und blau-marmoriert-matt sind kombiniert mit Aluminium-Weitpanzerkette 12mm breit in silber-hell
06301;;dekorativer Kunstoff-Ring, steht ca 1cm hoch, grün-frosted, nur Größe 54;Ring, Vollplastik, grün-transparent-matt;nur Größe 54
06308;;dekorativer Kunstoff-Ring, steht ca 1cm hoch, orange-frosted, nur Größe 54;Ring, Vollplastik, orange-transparent;nur Größe 54
06315;;dekorativer Kunstoff-Ring, steht ca 1cm hoch, blau-frosted, nur Größe 54;Ring, Vollplastik, blau-transparent;6x Glasstein kristall, nur in Größe 54 lieferbar
06327;;Collier mit geschliffenen Glasperlen in hellgrün, Angänger farblich passend, Verschluss goldfarbig-antik, in Deutschland gefertigte Handarbeit;Kette, Glas, Schliffperle hellgrün;Collier mit geschliffenen Glasperlen in hellgrün, Angänger farblich passend, Verschluss goldfarbig-antik
06333;;Diese Brosche muss man einfach haben! Sehr schönes Gelb passt hervorragend zur aktuellen Sommermode, die Oberfläche ist emalliert und verliert dadurch nicht ihre Farbe;Brosche, Bogen, gelb, Email;emailliert
06358;;Kinderkette, Clownsgesicht aus Kunststoff, 29mm, gelb-matt an Gummi gelb, Verschluss goldfarbig, in Deutschland gefertigte Handarbeit;Kette, Clown, gelb-matt;Collier für Kinder, Clownsgesicht, 29mm, gelb-matt an Gummi gelb, Verschluss goldfarbig
06365;;;Clip, rund weiß-glänzend gehämmert;Clip mit Kunststoff-Bouton 16mm weiß, Oberfläche wie gehämmert, Clipmechanik  rhodiniert
06366;;;Kette, Weitpanzer, Perlen schwarz;sehr dekoratives Collier mit Aluminium-Weitpanzerkette 17mm breit in silber-hell, kombiniert mit Kunststoffperlen und ovalen Ringen in schwarz
06372;;zeitloses Collier mit Kunststoffperlen grau seidig-glänzend, Verschluss silber-farbig, in Deutschland gefertigte Handarbeit;Kette, Perlen Seide grau;Collier mit Kunststoffperlen grau, seidig-glänzend, Verschluss silber-farbig
06389;;Collier mit kunstvoll gefertigtem Metallanhänger mit Netzeinsatz und eingearbeiteter Perle, 43x18mm, an Kordel schwarz, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Viereck, Netz und 3x Perle;Collier mit kunstvoll gefertigtem Metallanhänger mit Netzeinsatz und eingearbeiteter Perle, 43x18mm, an Kordel schwarz, Verschluss silber-farbig mit Verlängerungskettchen
06396;;;Clip, Gitter, bicolor, kristal, Email;Stein kristallin
06413;;sommerliches Collier mit großer Kunststoffscheibe 53mm hellgrün seidig-glänzend, an Seidenkordel grün, in Deutschland gefertigte Handarbeit;Kette, Scheibe, 53, seide grün;große Scheibe, 53mm, hellgrün seidig-glänzend, an Seidenkordel grün
06422;;Ein absolutes Must-Have in der Schmuckauswahl jeder Frau sind Perlenketten in leuchtendem Rot! Sie harmonieren besonders gut mit angesagten leuchtenden Farbtrends, mit sommerlichem weiß und sind auch eine raffinierte Möglichkeit, elegante Damenmode zu verfeinern. Dieses Collier mit 6mm Kunststoff-Perle rot hat einen gold-farbigen Verschluss mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Perle 6mm rot-glänzend, 42cm;Collier aus 6mm Kunststoffperle rot-glänzend, Verschluss vergoldet mit Verlängerungskettchen und Perle als Abschluss
06428;;Kunststoff-Anhänger elfenbein-farbig mit aufgedrucktem Muster, 56x27mm, an Kordel beige-dunkel, in Deutschland gefertigte Handarbeit;Kette, Dreieck, elfenbein-schwarz;Kunststoff-Anhänger elfenbein-farbig mit aufgedrucktem Muster, 56x27mm, an Kordel beige-dunkel
06436;;modisches Collier mit hochwertigem Glasnugget in büffelhorn kombiniert mit formschöner Glasperle ähnlich Bernstein, auf 2-fach Draht silber kunststoffummantelt, Verschluss silber-farbig mit Verlängerungskettchen;Kette, Glas-Nugget braun auf Draht;modisches Collier mit Glasnugget in büffelhorn kombiniert mit formschöner Glasperle ähnlich Bernstein, 2-fach Draht silber kunststoffummantelt, Verschluss silber-farbig mit Verlängerungskettchen
06439;;dekoratives Collier mit Glasnugget rostbraun kombiniert mit Glasolive rostbraun und diversen Glasperlen in braun-transparent, 2-fach Draht silber kunststoffummantelt, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Glas-Nugget rostbraun auf Draht;dekoratives Collier mit Glasnugget rostbraun kombiniert mit Glasolive rostbraun und diversen Glasperlen in braun-transparent, 2-fach Draht silber kunststoffummantelt, Verschluss silber-farbig mit Verlängerungskettchen
06440;;sommerliches Collier mit hochwertigen Glasperlen in weiß-glänzend, 3-fach Draht, weiß kunststoffummantelt, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Glas weiß-glänzend auf Draht;sommerliches Collier mit Glasperlen in weiß-glänzend, 3-fach Draht, weiß kunststoffummantelt, Verschluss silber-farbig mit Verlängerungskettchen
06448;;zeitloses Collier mit Kunststoff-Schrägperle in türkis-matt und transparent-glänzend, auf Seidenkordel türkis, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Schrägperle türkis-kristall;Collier mit Kunststoff-Schrägperle in türkis-matt und transparent-glänzend, auf Seidenkordel türkis, Verschluss silber-farbig mit Verlängerungskettchen
06458;;kleines Herz aus Kunststoff, 18x19mm, hellgrün-weiß-marmoriert an Seidenkordel hellgrün, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Herz mit Loch, grün-weiß;kleines Herz aus Kunststoff, 18x19mm, hellgrün-weiß-marmoriert an Seidenkordel hellgrün, Verschluss silber-farbig mit Verlängerungskettchen
06464;;Collier mit Kunststoff-Anhänger in der Form eines Faustkeiles, 64x27mm, grün-gold schimmernd, Oberfläche wie gehämmert, komplettiert mit Kunststoff-Rohr in grün und gelb, Verschluss gold-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Faustkeil, grün-gelb-gold;Collier mit Kunststoff-Anhänger in der Form eines Faustkeiles, 64x27mm, grün-gold schimmernd, Oberfläche wie gehämmert, komplettiert mit Kunststoff-Rohr in grün und gelb, Verschluss gold-farbig mit Verlängerungskettchen
06467;;Collier mit Kunststoff-Anhänger in Form eines Faustkeiles, 64x27mm, blau-gold schimmernd, Oberfläche wie gehämmert, an 3mm Gummi blau, Verschluss gold-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Faustkeil blau, Gummi blau;Collier mit Kunststoff-Anhänger in Form eines Faustkeiles, 64x27mm, blau-gold schimmernd, Oberfläche wie gehämmert, an 3mm Gummi blau, Verschluss gold-farbig mit Verlängerungskettchen
06469;;sommerliches Collier mit Kunststoff-Olive hellgrün-marmoriert matt in Kombination mit kleinem Zwischenteil weiß, Verschluss vergoldet mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Oliven, grün-weiß;sommerliches Collier mit Kunststoff-Olive hellgrün-marmoriert matt in Kombination mit kleinem Zwischenteil weiß, Verschluss vergoldet mit Verlängerungskettchen
06474;;Collier mit Kunststoff-Anhänger Creole türkis-gold 40mm, an Seidenkordel blau, in Deutschland gefertigte Handarbeit;Kette, Anhänger kroko türkis-gold;Collier mit Kunststoff-Creole türkis-gold, 40mm, an Seidenkordel blau
06477;;sommerliches Collier mit Kunststoff-Olive blau-marmoriert matt in  Kombination mit kleinem Zwischenteil weiß, Verschluss vergoldet mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Oliven, blau-weiß;sommerliches Collier mit Kunststoff-Olive blau-marmoriert matt in  Kombination mit kleinem Zwischenteil weiß, Verschluss vergoldet mit Verlängerungskettchen
06500;;Vollgummikette für Schmuckanhänger aus Naturkautschuk, Verschluss silberfarbig, in Deutschland gefertigte Handarbeit;Band, 2mm Gummi, 45cm, silber-farbig;Vollgummikette für Schmuckanhänger aus Naturkautschuk, Verschluss silberfarbig
06501;;Vollgummikette für Schmuckanhänger aus Naturkautschuk, Verschluss silberfarbig, in Deutschland gefertigte Handarbeit;Band, 2mm Gummi, 42cm, silber-farbig;Vollgummikette für Schmuckanhänger aus Naturkautschuk, Verschluss silberfarbig
06503;;Vollgummikette für Schmuckanhänger aus Naturkautschuk, in Deutschland gefertigte Handarbeit;Band, 4mm Gummi, 45cm, silber-farbig;Vollgummikette für Schmuckanhänger aus Naturkautschuk
06505;;Collier mit Kunststoff-Anhänger Creole gelb-türkis-weiß-marmoriert, 40mm, an Seidenkordel weiß, in Deutschland gefertigte Handarbeit;Kette, gelb-türkis-weiß-marmoriert;Collier mit Kunststoff-Creole gelb-türkis-weiß-marmoriert, 40mm, an Seidenkordel weiß
06514;;sommerliches Collier mit Kunststoff-Dreieck gelb-marmoriert, 115x28mm, komplettiert mit verchromter Perle, an Seidenkordel gelb, in Deutschland gefertigte Handarbeit;Kette, Dreieck gelb-marmoriert, chrom;Collier mit Kunststoff-Dreieck gelb-marmoriert, 115x28mm, an Seidenkordel gelb
06550;;;Kette, schwarz-weiß-grau-marmoriert;Perlen aus hochwertigem Kunststoff, dünne Kordel schwarz mit Schiebeknoten, Länge verstellbar von etwa 60-90cm
06557;;;Clip, 20mm, elfenbein-glänzend;-
06572;;;Clip, 22mm, Riss, rot-metallic;-
06575;;;Clip, rund, elfenbein-braun matt;-
06596;;Collier mit Kunststoff-Amulett, 52mm, plexi-altsilber an 6-fach Kordel grau, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Amulett, altsilber;Kunststoff-Amulett 52mm plexi-altsilber an 6-fach Kordel grau, Verschluss silber-farbig mit Verlängerungskettchen
06621;;zeitloses Collier mit 10mm Kunststoffperle schwarz-glänzend, Verschluss vergoldet mit Verlängerungskettchen und Perle als Abschluss, in Deutschland gefertigte Handarbeit;Kette, Perlen 10mm, schwarz, 45cm;zeitloses Collier mit 10mm Kunststoffperle schwarz-glänzend, Verschluss silberfarbig mit Verlängerungskettchen und Perle als Abschluss
06646;;;Brosche, 2x Edelweiß, altsilber-farbig;-
