itemno;title;description;abe-title;abe-description
90353;;kleiner Ohrstecker mit Zirkonia gefasst, Oberfläche anlaufgeschützt rhodiniert;Stecker, Zirkonia gefasst, Silber 925;Oberfläche anlaufgeschützt rhodiniert
90354;;Damit haben Sie Ihre Liebsten immer ganz nahe bei sich! exclusiv gearbeitetes Medaillon zum Aufklappen in bester Juwelierqualität, Vorderseite mit Rankenmuster, Rückseite glatt, Oberfläche hochglänzend anlaufgeschützt rhodiniert;Anhänger Medaillon mit Muster Silber 925;anlaufgeschützt rhodiniert
90356;;detaillgetreu gearbeiteter Anhänger Drache, vollplastisch, Kopf- und Hinterteil beweglich, Oberfläche geschwärzt und anlaufgeschützt rhodiniert;Anhänger, Drache geschwärzt, Silber 925;vollplastisch, Kopf- und Hinterteil beweglich, Oberfläche geschwärzt und anlaufgeschützt rhodiniert
90357;;stilvoller Silberanhänger Rasierklinge, Oberfläche hochglänzend anlaufgeschützt rhodiniert, Toller Herrenschmuck!;Anhänger, Rasierklinge, Silber 925;beide Seiten glänzend
90359;;Ein besonderes Geschenk für einen lieben Menschen! wunderschöner Herzanhänger in feinster Juwelierqualität, eine Seite diamantiert, oberfläche anlaufgeschützt rhodiniert;Anhänger, Herz rhodiniert, Silber 925;eine Seite diamantiert, Rückseite glatt
90360;;;Anhänger, römisches Muster, Silber 925;Quadrat, Oberfläche micro pave bzw. micro settings mit vielen Zirkonias, anlaufgeschützt rhodiniert
90361;;;Anhänger David-Stern Zirkonia Silber 925;-
90362;;hochwertig gearbeitetes Creolenpaar oval mit Stegbügel, in gleichmäßigen Abständen diamantiert, Oberfläche glänzend anlaufgeschützt rhodiniert, Ein wunderschönes Schmuckstück für die modebewusste DAME.;Creole oval, mit Stegbügel, Silber 925;diamantiert, anlaufgeschützt rhodiniert
90363;;;Anhänger, rund mit Zirkonias, Silber 925;mit vielen Zirkonias verarbeiteter runder Kettenanhänger in 925er Silber, Oberfläche micro pave bzw. micro settings, anlaufgeschützt rhodiniert
90366;;;Anhänger, Rose diamantiert, Silber 925;-
90367;;;Anhänger David-Stern Zirkonia Silber 925;Anhänger vollständig mit kleinen Zirkonias besetzt, Oberfläche micro pave bzw. micro settings mit vielen Zirkonias, anlaufgeschützt rhodiniert
90368;;elegante Nachbildung eines Pegasos, Figur aus der griechischen Mythologie, vollplastisch, geschwärzt, Oberfläche anlaufgeschützt rhodiniert ACHTUNG! Artikel hat keinen 925-Prägestempel, Ein Geschenk für viele Gelegenheiten, auch toll als Herrenschmuck.;Anhänger, Pferd mit Flügeln, Silber 925;vollplastisch, geschwärzt, Oberfläche anlaufgeschützt rhodiniertAchtung! Artikel hat keinen 925-Prägestempel.
90369;;;Anhänger Kugel mit Zirkonias, Silber 925;Anhänger vollständig mit kleinen Zirkonias besetzt (micro pave bzw. micro settings), Oberfläche anlaufgeschützt rhodiniert
90370;;Wunderschöner Ohrstecker Herz in 1A Qualität, eine Seite durchgängig mit kleinen Zirkonia besetzt, Oberfläche glänzend, ein tolles Geschenk für einen besonderen Menschen.;Stecker, Herz mit Zirkonias, Silber 925;Oberfläche anlaufgeschützt rhodiniert
90374;;;Anhänger Schlüssel, Zirkonia, Silber 925;Anhänger vollständig mit kleinen Zirkonias besetzt (micro pave bzw. micro settings), Schlüssel mit Triqueta, Dreieck-Symbolik, Oberfläche anlaufgeschützt rhodiniert
90375;;;Anhänger, Dreieck, Zirkonia, Silber 925;Triquetra-Anhänger vollständig mit kleinen Zirkonias besetzt (micro pave bzw. micro settings), Oberfläche anlaufgeschützt rhodiniert
90380;;kleiner Silberanhänger Kreuz, Oberfläche mit Diamantschliff, dezent aber doch schmückend, weniger ist manchmal mehr;Anhänger Mini-Kreuz diamant. Silber 925;-
90382;;wunderschön gearbeitetes Schmuckstück in 1A Qualität, Anhänger Kreuz mit tollem Diamantschliff, Oberfläche hochglänzend anlaufgeschützt rhodiniert, Ein besonderer Eyecatcher als Ausdruck der Religiösität.;Anhänger, Kreuz diamantiert, Silber 925;anlaufgeschützt rhodiniert
90384;;Wunderschöner Partneranhänger in feinster Juwelierqualität, ein Symbol tiefer Freundschaft und Liebe ähnlich den Teilen eines Puzzlespieles. teilbarer Silberanhänger mit 2 Ösen, auf Hochglanz poliert, mit männlich/weiblich Zeichen, die Rückseite ist glatt und bietet Fläche für eine kleine Gravur;Anhänger, Doppelanhänger Silber 925;teilbarer Freundschaftsanhänger mit 2 Ösen, glänzend, männlich/weiblich-Zeichen, ähnlich den Teilen eines Puzzlespiels
90386;;Ein außergewöhnliches Geschenk für einen lieben Menschen! Herzanhänger in ausgefallenem Design, durchbrochen und am Rand mit kleinen Zirkonia besetzt, Oberfläche anlaufgeschützt rhodiniert;Anhänger, Herz mit Zirkonia, Silber 925;durchbrochen, am oberen und unteren Rand schräg mit kleinen Zirkonias besetzt, anlaufgeschützt rhodiniert
90387;;;Anhänger, Charm Schlüssel, Silber 925;mit Karabiner 9x5mm, Oberfläche anlaufgeschützt rhodiniert
90389;;;Anhänger, Hand mit Zirkonias, Silber 925;Motiv - Hand der Fatima - Schutzsymbol, Anhänger vollständig mit kleinen Zirkonias besetzt (micro pave bzw. micro settings), Oberfläche anlaufgeschützt rhodiniert
90390;;kleiner Ohrstecker Dreieck matt, geometrische Zeichen graviert und rot lackiert;Stecker, Dreieck matt, Lack rot, 925;roter Lack
90391;;wunderschöner Ohrhänger in bester Juwelierqualität, eine runde Kugel Onyx ist umschlossen von einer Spirale aus Silberdraht, Dem schwarzen Onyx werden Kraft und Durchhaltevermögen, Sicherheit und Stabilität zugeschrieben.;Brisur, mit Onyx-Kugel 6mm, Silber 925;Onyx-Kugel mit Silberdraht umwickelt
90392;;wunderschöner Ohrhänger in bester Juwelierqualität, eine runde Kugel synthetischer Türkis ist umschlossen von einer Spirale aus Silberdraht, Ein tolles Schmuckstück für viele Gelegenheiten.;Brisur, synthetischer Türkis, Silber 925;synthetische Türkis-Kugel (rekonstruiert) mit 925er Silberdraht umwickelt
90393;;wunderschöner Ohrhänger in bester Juwelierqualität, eine runde Kugel Malachit ist umschlossen von einer Spirale aus Silberdraht, Der Malachit war schon immer ein Stein der Frau. Er fördert und repräsentiert Verführung, Sinnlichkeit, Schönheit und  Ästhetik . Er ist der Geburtsstein für die Sternzeichen Stier, Skorpion und Steinbock.;Brisur, Perle Malachit 6mm, Silber 925;Malachit-Perle 6mm
90395;;kleiner Ohrstecker Dreieck matt, geometrische Zeichen graviert und blau lackiert;Stecker, Dreieck matt, Lack blau 925;blauer Lack
90396;;kleiner Ohrstecker Dreieck matt, geometrische Zeichen graviert und schwarz lackiert;Stecker Dreieck matt-schwarz Silber 925;schwarz lackiert, sehr kleine Stecker
90397;;stilvoller Anhänger Charm mit kleiner Rasierklinge zum Einhängen in ein Bettelarmband oder eine Kette, Karabiner 9x5mm, Oberfläche anlaufgeschützt rhodiniert, Ein begehrtes Sammelobjekt!;Anhänger, Charm kleine Rasierklinge 925;mit Karabiner 9x5mm, Oberfläche anlaufgeschützt rhodiniert
90398;;Ein außergewöhnliches Geschenk für einen lieben Menschen! Herzanhänger in raffiniertem Design, mit Karos durchbrochen und Zirkonias gefüllt, ein besonderer Eyecatcher;Anhänger Herz mit Zirkonia, Silber 925;durchbrochenes Herz, raffiniert funkelnd durch Füllung mit Zirkonias
90400;;Das Hufeisen als Sinnbild des Glückes nicht nur für Pferdefreunde. Detailgetreu gearbeiteter Ohrstecker Hufeisen mit kleinem Glasstein aqua.;Stecker, Hufeisen Glas-blau Silber 925;-
90401;;Ohrhänger mit kleiner Spirale, Innenseite glänzend und Außenseite matt, Ein zeitloses Schmuckstück an dem SIE lange Freude haben wird.;Brisur, kurze Spirale, matt Silber 925;-
90402;;Detailgetreue Nachbildung eines 9mm Ginkgo-Blattes in Silber 925, die Oberfläche ist glänzend.-Die Chinesen und Japaner verehren den Ginkgo seit Jahrhunderten wegen seiner Lebenskraft als heilig und erbeten unter ihm ihre Wünsche.-;Stecker, 9mm Ginkgoblatt matt Silber 925;-
90403;;;Stecker, Knoten m.Perle Metall, 925;mit Metallperle
90404;;filigran gearbeiteter Herzanhänger mit kleinem Zirkonia, beste Juwelierqualität, Oberfläche anlaufgeschützt rhodiniert, Ein besonderes Geschenk für einen lieben Menschen!;Anhänger, Herz mit Zirkonia, Silber 925;anlaufgeschützt rhodiniert
90405;;Ein besonderes Geschenk für einen besonderen Menschen! wunderschöner Herzanhänger in feinster Juwelierqualität, eine Seite mit 11 Zirkonia besetzt, Oberfläche anlaufgeschützt rhodiniert;Anhänger Herz mit Zirkonia, Silber 925;anlaufgeschützt rhodiniert
90406;;hochwertiger Ohrhänger mit kleinen Delfinen, sehr schön nicht nur für Delfinliebhaber, Ein tolles Geschenk zum Geburtstag, Schuleinweihung oder einfach als kleine Überraschung zwischendurch.;Brisur, Delfin, rechts-links Silber 925;-
90407;;Silberanhänger in 1A Qualität mit großem, fest gefassten synthetischem Blautopas als Blickfang und 3 kleinen Zirkonia auf der festen Schlaufe, die Kette wird direkt durch die große Öse gezogen, die Rückseite ist hohl, ein zeitloses Schmuckstück für jeden Anlass.;Anhänger, Blautopas Zirkonia Silber 925;synthetischer Blautopas 6mm
90409;;Das Hufeisen als Sinnbild des Glückes nicht nur für Pferdefreunde. Detailgetreu gearbeiteter Ohrstecker Hufeisen mit kleinem Glasstein pink.;Stecker, Hufeisen Glas-pink, Silber 925;-
90414;;Gravurplatte 19x16mm in feinster Juwelierqualität für ein ganz persönliches Geschenk, mit 2 Herzen, Oberfläche matt, der Rand ist sehr dekorativ durch Diamantschliff, der Anhänger ist anlaufgeschützt rhodiniert;Anhänger, Gravurplatte rund, Silber 925;mit 2 Herzen, matt, Rand diamatiert, Oberfläche anlaufgeschützt rhodiniert
90415;;filigran gearbeiteter Anhänger Charm Highheels zum Einhängen in ein Bettelarmband oder eine Kette, der Schuh ist mit 22 kleinen pinkfarbig-glänzenden und 9 winzigen Glassteinchen in kristall besetzt, Karabiner 9x5mm, Ein tolles Geschenk für eine besondere DAME und ein begehrtes Sammelobjekt!;Anhänger, Charm, Damenschuh, Silber 925;Strass-Highheels, mit vielen Glassteinen pink u. kristall besetzt
90416;;Gravurplatte Herz 19x16mm in feinster Juwelierqualität für ein ganz persönliches Geschenk, mit 2 Herzen, Oberfläche matt, der Rand ist sehr dekorativ durch Diamantschliff, der Anhänger ist anlaufgeschützt rhodiniert;Anhänger, Gravurplatte Herz, Silber 925;mit 2 Herzen, matt, Rand diamatiert, Oberfläche anlaufgeschützt rhodiniert
90417;;Gravurplatte 27x20mm in feinster Juwelierqualität für ein ganz persönliches Geschenk, am rechten Rand mit mondförmigem Muster, die Oberfläche ist matt und anlaufgeschützt rhodiniert;Anhänger, Gravurplatte oval, Silber 925;rechter Rand mit Muster, matt, Rand diamatiert, Oberfläche anlaufgeschützt rhodiniert
90418;;Wer ist Engel, wer ist Teufel? teilbarer Freundschafts-Anhänger mit 2 Ösen, Oberfläche matt und glänzend, anlaufgeschützt rhodiniert;Anhänger, Engel/Teufel, Silber 925;teilbarer Freundschafts-Doppelanhänger mit 2 Ösen, matt-glänzend, Oberfläche anlaufgeschützt rhodiniert
90419;;hochwertiger Silberanhänger, ein Ring bildet den Rahmen für die detaillgetreue Nachbildung des Blattes einer Cannabispflanze, Oberfläche geschwärzt und anlaufgeschützt rhodiniert, toller Herrenschmuck;Anhänger, Kanabisblatt, Silber 925;Cannabis-Blatt, Oberfläche geschwärzt und anlaufgeschützt rhodiniert
90420;;toller Anhänger in 1A Qualität, detaillgetreue Nachbildung des Blattes einer Cannabispflanze, Oberfläche leicht geschwärzt, anlaufgeschützt rhodiniert, mit großer Öse auch für Lederband geeignet, schöner Herrenschmuck;Anhänger, Kanabis geschwärzt, Silber 925;Kanabisblatt, Cannabis, Oberfläche anlaufgeschützt rhodiniert
90422;;niedlicher kleiner Ohrstecker Fische, Oberfläche rot und schwarz lackiert und emailliert, Ein wunderschönes Geschenk zum Geburtstag oder einfach mal als kleine Überraschung zwischendurch.;Stecker, Fisch rot-schwarz, Silber 925;rot-schwarz emailliert
90423;;teilbarer Freundschafts-Doppelanhänger mit 2 Ösen, Symbol weiblich/männlich, matt-glänzend, Oberfläche anlaufgeschützt rhodiniert;Anhänger, ER/SIE, Silber 925;teilbarer Freundschafts-Doppelanhänger mit 2 Ösen, Symbol weiblich/männlich, matt-glänzend, Oberfläche anlaufgeschützt rhodiniert
90424;;niedlicher kleiner Anhänger Fische, Oberfläche rot und schwarz lackiert und emailliert, Ein wunderschönes Geschenk zum Geburtstag oder einfach mal als kleine Überraschung zwischendurch.;Anhänger, Fisch schwarz-rot-silber, 925;-
90428;;Gravurplatte 21x16mm ähnlich einem Bilderrahmen in feinster Juwelierqualität für ein ganz persönliches Geschenk, Oberfläche innen matt, der Rand ist glänzend, anlaufgeschützt rhodiniert;Anhänger, Gravurplatte oval, Silber 925;matt, Rand glänzend, Oberfläche anlaufgeschützt rhodiniert
90429;;Das Glück der Erde liegt auf dem Rücken der Pferde! Dieser detailgetreu gearbeitete Anhänger Pferd aus 925er Silber ist wunderschön plastisch gearbeitet, Rückseite hohl, die Oberfläche ist anlaufgeschützt rhodiniert. Ein schönes Geschenk nicht nur für Pferdeliebhaber.;Anhänger, Pferd glänzend, Silber 925;Oberfläche anlaufgeschützt rhodiniert
90430;;wunderschöner Silberanhänger Hexe auf dem Besen mit putzigem Gesicht, Oberfläche anlaufgeschützt rhodiniert, Toller Talisman für kleine und große Hexen!;Anhänger, Hexe glänzend, Silber 925;Oberfläche anlaufgeschützt rhodiniert
90432;;putziger Silberanhänger mit zwei niedlichen Kätzchen, matt und glänzend, Oberfläche anlaufgeschützt rhodiniert, Ein wunderschönes Geschenk für Geburtstag, Schuleinweihung oder einfach mal als kleine Überraschung zwischendurch.;Anhänger, Katzenpaar, Silber 925;matt-glänzend, Oberfläche anlaufgeschützt rhodiniert
90434;;Ein tolles Schmuckstück für alle Musikliebhaber! fein gearbeiteter Ohrstecker Violinschlüssel aus 925er Silber, Oberfläche glänzend;Stecker, 9mm Notenschlüssel, Silber 925;-
90435;;stilvoller Anhänger Charm mit Fisch zum Einhängen in ein Bettelarmband oder eine Kette, Karabiner 9x5mm, Oberfläche anlaufgeschützt rhodiniert, Ein begehrtes Sammelobjekt!;Anhänger, Charm Fisch, Silber 925;mit Karabiner 9x5mm, Oberfläche anlaufgeschützt rhodiniert
90436;;Origineller Herzanhänger ohne Öse mit kleinem Zirkonia, eine Kette wird durch das Loch auf der rechten Seite gezogen. Ein außergewöhnliches Geschenk!;Anhänger, Herz mit Zirkonia, 925;keine extra Öse, Kette muss durch das Loch rechts oben gefädelt werden, mit Zirkonia
90437;;;Anhänger, Charm, Schlüssel, Silber 925;-
90438;;Putziger Ohrstecker Marienkäfer, als Glückssymbol und modisches I-Tüpfelchen für kleine und vielleicht auch große Mädchen. rosa emailliert, hinten hohl;Stecker, Marienkäfer rosa, Silber 925;Oberfläche emailliert
90439;;wunderschöner kleiner Anhänger mit facettiertem Zirkonia oval hell-amethyst, Zeitlos schöner Schmuck mit funkelnden Steinen. Dezent und doch dekorativ, weniger ist manchmal mehr!;Anhänger, Zirkonia hell-amethyst, 925;Zirkonia hell-amethyst-farbig, Silber 925
90440;;hochwertig gearbeiteter Anhänger in bester Qualität, Nachbildung eines Motorrad Schopper, keine beweglichen Teile, toller Herrenschmuck;Anhänger, Schopper Motorrad, Silber 925;-
90442;;kleiner, dezent gehaltener Silberanhänger Kreuz, hochglänzend und wunderschön geschliffen, Ein besonderer Eyecatcher als Ausdruck tiefster Religiösität.;Anhänger, kleines Kreuz, Silber 925;Vorderseite hoch-glänzend und wunderbar geschliffen
90444;;lustiger kleiner Ohrstecker Stern in himmlischem Gelb mit roten Augen, Ein wunderschönes Geschenk zum Geburtstag, Schuleinweihung oder einfach mal als kleine Überraschung zwischendurch.;Stecker, Stern gelb, Silber 925;gelber Stern mit zwei roten Augen
90448;;;Anhänger, Taufring Zirkonia, Silber 925;Taufring-Anhänger vollständig mit kleinen Zirkonias besetzt (micro pave bzw. micro settings), Zirkonias doppelreihig, Oberfläche anlaufgeschützt rhodiniert
90449;;;Anhänger, Kreuz diamantiert, Silber 925;kleines aber massives Silberkreuz, matt-glänzend und perfekt diamantiert
90450;;;Anhänger, Kreuz diamantiert, Silber 925;kleines aber massives Silberkreuz, matt-glänzend und perfekt diamantiert
90451;;;Anhänger, Kreuz diamantiert, Silber 925;hochwertiges massives Silberkreuz, matt-glänzend und perfekt diamantiert
90452;;Hochwertiger Freundschaftsanhänger in bester Juwelierqualität für ein persönliches Geschenk! teilbarer Anhänger mit 2 Ösen, Vorderseite matt-glänzend mit feinem Schliff, Rückseite glänzend, für eine Gravur geeignet;Anhänger, Herz mit 2 Ösen, Silber 925;teilbarer Freundschaftsanhänger mit 2 Ösen, matt-glänzend und diamantiert
90455;;Sehr schöner Ohrstecker Süßwasserzuchtperle , 5 bis 5,5mm leicht unrund, Stecker rhodiniert, ein Schmuckstück für jeden Anlass. Sehr zu empfehlen als Brautschmuck!;Stecker, ca. 5mm Zuchtperle, Silber 925;Süßwasserzuchtperlen ca. 5mm, leicht unrund, Stecker rhodiniert
90457;;Hochwertiger Silberanhänger in feinster Juwelierqualität, ein besonderes Schmuckstück für die anspruchsvolle DAME. Der Herzanhänger ist üppig mit Zirkonia besetzt, 12 Zirkonia umrahmen das kleine Herz in der Mitte und lassen es wie eine Blüte erscheinen, die Öse ist mit 3 Zirkonia besetzt;Anhänger, Herz mit Zirkonia, 925;sehr schönes Herz (und Öse) mit vielen Zirkonias besetzt, Dicke 5mm
90458;;hochwertig gearbeitetes Schmuckstück in bester Juwelierqualität, Anhänger Thors Hammer/Thor Hammer, Oberfläche silber-matt, Rückseite hohl. Die magische Waffe des Thor ist ein Hammer, der Mjöllnir heißt. Es ist ein traditionelles Schutzamulett aus der Wikingerzeit, und gilt heute als ein positives Symbol innerer Stärke und Tatkraft und als Zeichen der Verbundenheit untereinander.;Anhänger Thors Hammer, matt, Silber 925;Motiv: Thors Hammer/Thor Hammer, der Thorhammer ist ein keltisches Symbol, ein magischer Kriegshammer des Gottes Thor, Verwendung seit vielen Jahrhunderten als Schmuck
90459;;lustiger kleiner Anhänger Stern in himmlischem Gelb mit roten Augen, Ein wunderschönes Geschenk zum Geburtstag, Schuleinweihung oder einfach mal als kleine Überraschung zwischendurch.;Anhänger, Stern gelb, Silber 925;gelber Stern mit roten Augen
90460;;wunderschöner Silberanhänger, Nachbildung einer Krönungs-Krone, die Vorderseite ist komplett mit Strass-Steinen besetzt, Oberfläche anlaufgeschützt rhodiniert, Ein tolles Schmuckstück nicht nur für Royals und deren Anhänger.;Anhänger, Krone mit Strass, 925;Oberfläche anlaufgeschützt rhodiniert, Vorderseite komplett mit Strass-Steinen besetzt
